"","scaffold","start_position","end_position","length","exon_length","biotype","go_terms"
"ENSG00000114013","3",122055366,122121139,65774,65774,"protein_coding","plasma membrane|membrane|integral component of membrane|protein binding|response to drug|response to lipopolysaccharide|extracellular exosome|receptor activity|virus receptor activity|viral process|viral entry into host cell|cell surface|immune system process|intracellular membrane-bounded organelle|positive regulation of cell proliferation|immune response|positive regulation of transcription, DNA-templated|adaptive immune response|phosphatidylinositol-mediated signaling|T cell activation|cell-cell signaling|cellular response to lipopolysaccharide|aging|B cell activation|positive regulation of activated T cell proliferation|defense response to virus|receptor binding|external side of plasma membrane|phosphatidylinositol-4,5-bisphosphate 3-kinase activity|regulation of phosphatidylinositol 3-kinase signaling|phosphatidylinositol phosphorylation|positive regulation of T cell proliferation|response to interferon-gamma|T cell proliferation involved in immune response|positive regulation of T-helper 2 cell differentiation|coreceptor activity|T cell costimulation|positive regulation of interleukin-2 biosynthetic process|myeloid dendritic cell differentiation|response to yeast|toll-like receptor signaling pathway|cellular response to metal ion|cellular response to cytokine stimulus|toll-like receptor 3 signaling pathway|positive regulation of lymphotoxin A biosynthetic process|positive regulation of interleukin-4 biosynthetic process|negative regulation of T cell anergy"
"ENSG00000114019","3",134355874,134375479,19606,19606,"protein_coding","protein binding|cytosol|apical plasma membrane|identical protein binding|endosome|bicellular tight junction|cytoplasmic vesicle|recycling endosome|Wnt signaling pathway|hippo signaling"
"ENSG00000114021","3",100334701,100361635,26935,26935,"protein_coding","cytoplasm|centrosome|cytosol|hydrolase activity|mitochondrion|extracellular exosome|neutrophil degranulation|extracellular region|oxaloacetate metabolic process|specific granule lumen|tertiary granule lumen|hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds|glutamine metabolic process|nitrogen compound metabolic process|omega-amidase activity|asparagine metabolic process"
"ENSG00000114023","3",122384176,122412334,28159,28159,"protein_coding","membrane|integral component of membrane|protein binding|cytosol|mitochondrion|extracellular exosome|apoptotic process|cellular response to hypoxia|positive regulation of apoptotic process|activation of cysteine-type endopeptidase activity involved in apoptotic process|positive regulation of release of cytochrome c from mitochondria|neuron apoptotic process"
"ENSG00000114026","3",9749944,9788219,38276,38276,"protein_coding","protein binding|nucleus|response to drug|nucleoplasm|damaged DNA binding|catalytic activity|endonuclease activity|hydrolase activity|DNA repair|cellular response to DNA damage stimulus|response to oxidative stress|metabolic process|response to radiation|mitochondrion|regulation of transcription, DNA-templated|response to ethanol|DNA binding|negative regulation of apoptotic process|base-excision repair|hydrolase activity, acting on glycosyl bonds|depyrimidination|protein complex|response to estradiol|nuclear speck|aging|nuclear matrix|nucleotide-excision repair|nucleotide-excision repair, DNA incision|microtubule binding|lyase activity|response to light stimulus|DNA-(apurinic or apyrimidinic site) lyase activity|cellular response to cadmium ion|DNA N-glycosylase activity|oxidized purine nucleobase lesion DNA N-glycosylase activity|depurination|acute inflammatory response|oxidized purine DNA binding|regulation of protein import into nucleus, translocation|8-oxo-7,8-dihydroguanine DNA N-glycosylase activity|negative regulation of double-strand break repair via single-strand annealing|response to folic acid"
"ENSG00000114030","3",122421949,122514945,92997,92997,"protein_coding","dendrite|nuclear pore|protein binding|nucleus|cytoplasm|cytosol|transport|nucleoplasm|viral process|protein transport|protein import into nucleus|intracellular transport of virus|protein transporter activity|nuclear localization sequence binding|NLS-bearing protein import into nucleus|regulation of DNA recombination|apoptotic DNA fragmentation|modulation by virus of host process"
"ENSG00000114054","3",136250306,136337896,87591,87591,"protein_coding","cytosol|nucleotide binding|ATP binding|mitochondrion|mitochondrial matrix|ligase activity|fatty acid biosynthetic process|biotin metabolic process|acetyl-CoA carboxylase activity|propionyl-CoA carboxylase activity|short-chain fatty acid catabolic process|acetyl-CoA carboxylase complex"
"ENSG00000114062","15",25333728,25439056,105329,105329,"protein_coding","protein binding|nucleus|cytoplasm|cytosol|metal ion binding|transferase activity|viral process|ubiquitin-protein transferase activity|ubiquitin protein ligase activity|ubiquitin-dependent protein catabolic process|protein ubiquitination|positive regulation of protein ubiquitination|positive regulation of transcription from RNA polymerase II promoter|protein autoubiquitination|transcription coactivator activity|proteolysis|ligase activity|androgen receptor signaling pathway|regulation of circadian rhythm|brain development|ovarian follicle development|rhythmic process|positive regulation of phosphatidylinositol 3-kinase signaling|protein K48-linked ubiquitination|proteasome complex|regulation of protein ubiquitination involved in ubiquitin-dependent protein catabolic process|sperm entry|prostate gland growth"
"ENSG00000114098","3",138187248,138298389,111142,111142,"protein_coding","protein binding|neutrophil degranulation|extracellular region|specific granule lumen|tertiary granule lumen"
"ENSG00000114107","3",138494344,138594538,100195,100195,"protein_coding","protein binding|cytoplasm|centrosome|microtubule organizing center|cytosol|cytoskeleton|identical protein binding|G2/M transition of mitotic cell cycle|ciliary basal body docking"
"ENSG00000114113","3",139452884,139480747,27864,27864,"protein_coding","cytoplasm|cytosol|transport|lipid binding|epidermis development|transporter activity|retinoid metabolic process|retinoid binding|vitamin A metabolic process|retinal binding|retinol binding"
"ENSG00000114115","3",139517434,139539829,22396,22396,"protein_coding","cytoplasm|cytosol|transport|nucleoplasm|lipid binding|transporter activity|cell body|retinol metabolic process|retinoid metabolic process|retinoic acid metabolic process|retinoic acid biosynthetic process|response to vitamin A|retinoid binding|vitamin A metabolic process|retinal binding|retinol binding|regulation of granulocyte differentiation"
"ENSG00000114120","3",140941830,140979933,38104,38104,"protein_coding","membrane|integral component of membrane|transport|transmembrane transport|mitochondrion|mitochondrial inner membrane|regulation of mitochondrial membrane potential|mitochondrion organization|mitochondrial genome maintenance|pyrimidine nucleotide transmembrane transporter activity|pyrimidine nucleotide transport|mitochondrial pyrimidine nucleotide import"
"ENSG00000114124","3",141778148,141818490,40343,40343,"protein_coding","membrane|nucleotide binding|ATP binding|signal transduction|transferase activity|kinase activity|phosphorylation|protein kinase activity|protein serine/threonine kinase activity|protein phosphorylation|protein autophosphorylation|visual perception|response to stimulus|regulation of rhodopsin mediated signaling pathway|photoreceptor disc membrane|G-protein coupled receptor kinase activity|rhodopsin kinase activity"
"ENSG00000114125","3",141738204,141747560,9357,9357,"protein_coding","protein binding|nucleus|cytoplasm|cytosol|metal ion binding|nucleoplasm|ubiquitin-protein transferase activity|zinc ion binding|protein ubiquitination|response to redox state|anaphase-promoting complex|cullin family protein binding|protein neddylation|copper ion binding|Cul5-RING ubiquitin ligase complex|NEDD8 transferase activity"
"ENSG00000114126","3",141944428,142149544,205117,205105,"protein_coding","protein binding|cell cycle|nucleus|regulation of transcription from RNA polymerase II promoter|nucleoplasm|mitochondrion|regulation of transcription, DNA-templated|mitotic cell cycle|transcription factor binding|transcription, DNA-templated|negative regulation of transcription, DNA-templated|positive regulation of transcription from RNA polymerase II promoter|DNA binding|transcription factor activity, sequence-specific DNA binding|transcription factor complex|heart development|RNA polymerase II transcription factor activity, sequence-specific DNA binding|positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway|regulation of nucleic acid-templated transcription|DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest|protein domain specific binding|transcription cofactor activity"
